To,Pattern,Replacement
spark,"ISNUMERIC(@a)","CASE WHEN CAST(@a AS DOUBLE) IS NOT NULL THEN 1 ELSE 0 END"
spark,COUNT_BIG(@a),COUNT(@a)
spark,SQUARE(@a),((@a)*(@a))
spark,NEWID(),UUID()
spark,.dbo.,.
spark,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,
spark,CREATE UNIQUE CLUSTERED INDEX @index_name ON @table (@variable);,
spark,PRIMARY KEY NONCLUSTERED,
spark,DATETIME,TIMESTAMP
spark,DATETIME2,TIMESTAMP
spark,VARCHAR(MAX),STRING
spark,VARCHAR(@a),STRING
spark,VARCHAR,STRING
spark,DOUBLE PRECISION,FLOAT
spark,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
spark,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
spark,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
spark,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
spark,"WITH @cte AS (SELECT @s1 '@literal' @s2)","WITH @cte AS (SELECT @s1 CAST('@literal' as STRING) @s2)"
spark,UPDATE STATISTICS @a;,
spark,"SELECT @columns FROM (@a) @x,(@b) @y;","SELECT @columns FROM (@a) @x cross join (@b) @y;"
spark,DELETE FROM @a WHERE @b;,INSERT OVERWRITE TABLE @a SELECT * FROM @a WHERE NOT (@b);
sqlite extended,"IIF(@condition, @whentrue, @whenfalse)","CASE WHEN @condition THEN @whentrue ELSE @whenfalse END"
sqlite extended,"ROUND(@a,@b)","ROUND(CAST(@a AS REAL),@b)"
sqlite extended,+ '@a',|| '@a'
sqlite extended,'@a' +,'@a' ||
sqlite extended,CAST(@a AS varchar(@b)) +,CAST(@a AS varchar(@b)) ||
sqlite extended,+ CAST(@a AS varchar(@b)),|| CAST(@a AS varchar(@b))
sqlite extended,CAST(@a AS varchar) +,CAST(@a AS varchar) ||
sqlite extended,+ CAST(@a AS varchar),|| CAST(@a AS varchar)
sqlite extended,VAR(@a),VARIANCE(@a)
sqlite extended,RAND(),RANDOM()
sqlite extended,LEN(@a),LENGTH(@a)
sqlite extended,"LOG(@expression,@base)","(LOG(@expression)/LOG(@base))"
sqlite extended,"ISNULL(@a,@b)","COALESCE(@a,@b)"
sqlite extended,"ISNUMERIC(@a)","CASE WHEN @a GLOB '[0-9]*' OR @a GLOB '[0-9]*.[0-9]*' OR @a GLOB '.[0-9]*' THEN 1 ELSE 0 END"
sqlite extended,COUNT_BIG(@a),COUNT(@a)
sqlite extended,NEWID(),RANDOM()
sqlite extended,"RIGHT(@a,@b)","SUBSTR(@a,-@b)"
sqlite extended,"LEFT(@str,@chars)","SUBSTR(@str,1,@chars)"
sqlite extended,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
sqlite extended,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
sqlite extended,"IF OBJECT_ID('tempdb..#@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
sqlite extended,.dbo.,.
sqlite extended,CREATE TABLE #@table (@definition),CREATE TEMP TABLE @table (@definition)
sqlite extended,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE INDEX @index_name ON @table (@variable);
sqlite extended,CREATE UNIQUE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE UNIQUE INDEX @index_name ON @table (@variable);
sqlite extended,CREATE INDEX @index_name ON @schema.@table (@variable);,CREATE INDEX @index_name ON @table (@variable);
sqlite extended,CREATE UNIQUE INDEX @index_name ON @schema.@table (@variable);,CREATE UNIQUE INDEX @index_name ON @table (@variable);
sqlite extended,DROP INDEX @schema.@index_name;,DROP INDEX @index_name;
sqlite extended,PRIMARY KEY NONCLUSTERED,PRIMARY KEY
sqlite extended,VARCHAR(@a),TEXT
sqlite extended,VARCHAR,TEXT
sqlite extended,FLOAT,REAL
sqlite extended,WITH @a AS @b SELECT @c INTO #@d FROM @e;,CREATE TEMP TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;\nANALYZE @d;
sqlite extended,WITH @a AS @b SELECT @c INTO @d FROM @e;,CREATE TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;
sqlite extended,SELECT @a INTO #@b FROM @c;,CREATE TEMP TABLE @b\nAS\nSELECT\n@a\nFROM\n@c;\nANALYZE @b;
sqlite extended,SELECT @a INTO @b FROM @c;,CREATE TABLE @b AS\nSELECT\n@a\nFROM\n@c;
sqlite extended,SELECT @a INTO @b;,CREATE TABLE @b AS\nSELECT\n@a;
sqlite extended,#,temp.
sqlite extended,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
sqlite extended,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
sqlite,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
sqlite,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
sqlite extended,"WITH @cte AS (SELECT @s1 '@literal' @s2)","WITH @cte AS (SELECT @s1 CAST('@literal' as TEXT) @s2)"
sqlite extended,UPDATE STATISTICS @a;,ANALYZE @a;
sqlite extended,TRUNCATE TABLE @a;,DELETE FROM @a;
sqlite extended,"CONCAT(@a, @b, @c)","CONCAT(@a, CONCAT(@b, @c))"
sqlite extended,"CONCAT(@a, @b)","@a || @b"
duckdb,...@([0-9]+|y)a,xxx@a
duckdb,TRY_CAST(@a),CAST(@a)
duckdb,"IIF(@condition, @whentrue, @whenfalse)","CASE WHEN @condition THEN @whentrue ELSE @whenfalse END"
duckdb,"ROUND(@a,@b)","ROUND(CAST(@a AS NUMERIC),@b)"
duckdb,"HASHBYTES('MD5',@a)","MD5(@a)"
duckdb,"DATEADD(second,@seconds,@datetime)",(@datetime + TO_SECONDS(CAST(@seconds AS INTEGER)))
duckdb,"DATEADD(minute,@minutes,@datetime)",(@datetime + TO_MINUTES(CAST(@minutes AS INTEGER)))
duckdb,"DATEADD(hour,@hours,@datetime)",(@datetime + TO_HOURS(CAST(@hours AS INTEGER)))
duckdb,"DATEADD(d,@days,@date)",(@date + TO_DAYS(CAST(@days AS INTEGER)))
duckdb,"DATEADD(dd,@days,@date)",(@date + TO_DAYS(CAST(@days AS INTEGER)))
duckdb,"DATEADD(day,@days,@date)",(@date + TO_DAYS(CAST(@days AS INTEGER)))
duckdb,"DATEADD(m,@months,@date)",(@date + TO_MONTHS(CAST(@months AS INTEGER)))
duckdb,"DATEADD(mm,@months,@date)",(@date + TO_MONTHS(CAST(@months AS INTEGER)))
duckdb,"DATEADD(month,@months,@date)",(@date + TO_MONTHS(CAST(@months AS INTEGER)))
duckdb,"DATEADD(yy,@years,@date)",(@date + TO_YEAR(CAST(@years AS INTEGER)))
duckdb,"DATEADD(yyyy,@years,@date)",(@date + TO_YEAR(CAST(@years AS INTEGER)))
duckdb,"DATEADD(year,@years,@date)",(@date + TO_YEAR(CAST(@years AS INTEGER)))
duckdb,INTERVAL'@(-?[0-9]+)a.0 @b',INTERVAL'@a @b'
duckdb,"DATEDIFF(d,@start, @end)","(CONVERT(DATE, @end) - CAST(@start AS DATE))"
duckdb,"DATEDIFF(dd,@start, @end)",(CAST(@end AS DATE) - CAST(@start AS DATE))
duckdb,"DATEDIFF(day,@start, @end)",(CAST(@end AS DATE) - CAST(@start AS DATE))
duckdb,"DATEDIFF(year,@start, @end)",(EXTRACT(YEAR FROM CAST(@end AS DATE)) - EXTRACT(YEAR FROM CAST(@start AS DATE)))
duckdb,"DATEDIFF(yyyy,@start, @end)",(EXTRACT(YEAR FROM CAST(@end AS DATE)) - EXTRACT(YEAR FROM CAST(@start AS DATE)))
duckdb,"DATEDIFF(yy,@start, @end)",(EXTRACT(YEAR FROM CAST(@end AS DATE)) - EXTRACT(YEAR FROM CAST(@start AS DATE)))
duckdb,"DATEDIFF(month,@start, @end)","(extract(year from age(CAST(@end AS DATE), CAST(@start AS DATE)))*12 + extract(month from age(CAST(@end AS DATE), CAST(@start AS DATE))))"
duckdb,"DATEDIFF(mm,@start, @end)","(extract(year from age(CAST(@end AS DATE), CAST(@start AS DATE)))*12 + extract(month from age(CAST(@end AS DATE), CAST(@start AS DATE))))"
duckdb,"DATEDIFF(m,@start, @end)","(extract(year from age(CAST(@end AS DATE), CAST(@start AS DATE)))*12 + extract(month from age(CAST(@end AS DATE), CAST(@start AS DATE))))"
duckdb,"CONVERT(VARCHAR,@date,112)","STRFTIME(@date, '%Y%m%d')"
duckdb,GETDATE(),CURRENT_DATE
duckdb,"CONVERT(DATE, @a)","CAST(@a AS DATE)"
duckdb,"CAST('@a' AS DATE)","CAST(strptime('@a', '%Y%m%d') AS DATE)"
duckdb,+ '@a',|| '@a'
duckdb,'@a' +,'@a' ||
duckdb,CAST(@a AS varchar(@b)) +,CAST(@a AS varchar(@b)) ||
duckdb,+ CAST(@a AS varchar(@b)),|| CAST(@a AS varchar(@b))
duckdb,CAST(@a AS varchar) +,CAST(@a AS varchar) ||
duckdb,+ CAST(@a AS varchar),|| CAST(@a AS varchar)
duckdb,"DATEFROMPARTS(@year,@month,@day)","(CAST(@year AS VARCHAR) || '-' || CAST(@month AS VARCHAR) || '-' || CAST(@day AS VARCHAR)) :: DATE"
duckdb,"DATETIMEFROMPARTS(@year,@month,@day,@hour,@minute,@second,@ms)","(CAST(@year AS VARCHAR) || '-' || CAST(@month AS VARCHAR) || '-' || CAST(@day AS VARCHAR) || '-' || CAST(@hour AS VARCHAR) || '-' || CAST(@minute AS VARCHAR) || '-' || CAST(@second AS VARCHAR)) :: DATE"
duckdb,YEAR(@date),YEAR(CAST(@date AS DATE))
duckdb,MONTH(@date),MONTH(CAST(@date AS DATE))
duckdb,DAY(@date),DAY(CAST(@date AS DATE))
duckdb,"DATEPART(YEAR, @date)",YEAR(CAST(@date AS DATE))
duckdb,"DATEPART(MONTH, @date)",MONTH(CAST(@date AS DATE))
duckdb,"DATEPART(DAY, @date)",DAY(CAST(@date AS DATE))
duckdb,EOMONTH(@date),"(DATE_TRUNC('MONTH', @date) + INTERVAL '1 MONTH' - INTERVAL '1 day')::DATE"
duckdb,STDEV(@a),STDDEV(@a)
duckdb,VAR(@a),VARIANCE(@a)
duckdb,RAND(),RANDOM()
duckdb,LEN(@a),LENGTH(@a)
duckdb,"CHARINDEX(@a,@b)","STRPOS(@b,@a)"
duckdb,"LOG(@expression,@base)",(LN(CAST((@expression) AS REAL))/LN(CAST((@base) AS REAL)))
duckdb,LOG(@expression),LN(CAST((@expression) AS REAL))
duckdb,<L_O_G>,LOG
duckdb,LOG10(@expression),"LOG(@expression)"
duckdb,"ISNULL(@a,@b)","COALESCE(@a,@b)"
duckdb,"ISNUMERIC(@a)","CASE WHEN (CAST(@a AS VARCHAR) ~ '^([0-9]+\.?[0-9]*|\.[0-9]+)$') THEN 1 ELSE 0 END"
duckdb,COUNT_BIG(@a),COUNT(@a)
duckdb,SQUARE(@a),((@a)*(@a))
duckdb,NEWID(),MD5(RANDOM()::TEXT || CLOCK_TIMESTAMP()::TEXT)
duckdb,USE @schema;,SET search_path TO @schema;
duckdb,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
duckdb,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
duckdb,"IF OBJECT_ID('tempdb..#@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
duckdb,.dbo.,.
duckdb,CREATE TABLE #@table (@definition),CREATE TEMP TABLE @table (@definition)
duckdb,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE INDEX @index_name ON @table (@variable);
duckdb,CREATE UNIQUE CLUSTERED INDEX @index_name ON @table (@variable);,CREATE UNIQUE INDEX @index_name ON @table (@variable);
duckdb,PRIMARY KEY NONCLUSTERED,PRIMARY KEY
duckdb,DATETIME,TIMESTAMP
duckdb,DATETIME2,TIMESTAMP
duckdb,VARCHAR(MAX),TEXT
duckdb,FLOAT,NUMERIC
duckdb,WITH @a AS @b SELECT @c INTO #@d FROM @e;,CREATE TEMP TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;\nANALYZE @d;
duckdb,WITH @a AS @b SELECT @c INTO @d FROM @e;,CREATE TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;
duckdb,SELECT @a INTO #@b FROM @c;,CREATE TEMP TABLE @b\nAS\nSELECT\n@a\nFROM\n@c;\nANALYZE @b;
duckdb,SELECT @a INTO @b FROM @c;,CREATE TABLE @b AS\nSELECT\n@a\nFROM\n@c;
duckdb,SELECT @a INTO @b;,CREATE TABLE @b AS\nSELECT\n@a;
duckdb,#,
duckdb,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
duckdb,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
duckdb,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
duckdb,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
duckdb,"WITH @cte AS (SELECT @s1 '@literal' @s2)","WITH @cte AS (SELECT @s1 CAST('@literal' as TEXT) @s2)"
duckdb,UPDATE STATISTICS @a;,ANALYZE @a;
duckdb,TRUNCATE TABLE @a;,DELETE FROM @a;
snowflake,...@([0-9]+|y)a,xxx@a
snowflake,"AS drvd(@a)","AS drvd(<start>@a)"
snowflake,"<start>@a, @b)","<start>@a, <start>@b)"
snowflake,"<start>","NULL AS "
snowflake,"FROM (VALUES @a) AS drvd(@b)","FROM (SELECT @b WHERE (0 = 1) UNION ALL VALUES @a) AS values_table"
snowflake,TRY_CAST(@a),CAST(@a)
snowflake,"IIF(@condition, @whentrue, @whenfalse)","CASE WHEN @condition THEN @whentrue ELSE @whenfalse END"
snowflake,"HASHBYTES('MD5',@a)","MD5(@a)"
snowflake,"CONVERT(VARBINARY, @a, 1)","CAST(CONCAT('x', @a) AS BIT(32))"
snowflake,"CONVERT(DATE, @a)","TO_DATE(@a, 'yyyymmdd')"
snowflake,"CONVERT(VARCHAR,@date,112)","TO_CHAR(@date, 'YYYYMMDD')"
snowflake,GETDATE(),CURRENT_DATE
snowflake,+ '@a',|| '@a'
snowflake,'@a' +,'@a' ||
snowflake,CAST(@a AS varchar(@b)) +,CAST(@a AS varchar(@b)) ||
snowflake,+ CAST(@a AS varchar(@b)),|| CAST(@a AS varchar(@b))
snowflake,CAST(@a AS varchar) +,CAST(@a AS varchar) ||
snowflake,+ CAST(@a AS varchar),|| CAST(@a AS varchar)
snowflake,"DATEFROMPARTS(@year,@month,@day)","TO_DATE(TO_CHAR(@year,'FM0000')||'-'||TO_CHAR(@month,'FM00')||'-'||TO_CHAR(@day,'FM00'), 'YYYY-MM-DD')"
snowflake,"DATETIMEFROMPARTS(@year,@month,@day,@hour,@minute,@second,@ms)","TO_DATE(TO_CHAR(@year,'FM0000')||'-'||TO_CHAR(@month,'FM00')||'-'||TO_CHAR(@day,'FM00')||' '||TO_CHAR(@hour,'FM00')||':'||TO_CHAR(@minute,'FM00')||':'||TO_CHAR(@second,'FM00'), 'YYYY-MM-DD HH24:MI:SS')"
snowflake,YEAR(@date),EXTRACT(YEAR FROM @date)
snowflake,MONTH(@date),EXTRACT(MONTH FROM @date)
snowflake,DAY(@date),EXTRACT(DAY FROM @date)
snowflake,"DATEPART(YEAR, @date)",EXTRACT(YEAR FROM @date)
snowflake,"DATEPART(MONTH, @date)",EXTRACT(MONTH FROM @date)
snowflake,"DATEPART(DAY, @date)",EXTRACT(DAY FROM @date)
snowflake,EOMONTH(@date),last_day(@date)
snowflake,STDEV(@a),STDDEV(@a)
snowflake,VAR(@a),VARIANCE(@a)
snowflake,RAND(),RANDOM()
snowflake,CEILING(@a),CEIL(@a)
snowflake,"LOG(@expression,@base)","<L_O_G>(@base,@expression)"
snowflake,LOG(@expression),LN(CAST((@expression) AS REAL))
snowflake,<L_O_G>,LOG
snowflake,LOG10(@expression),"LOG(10,@expression)"
snowflake,"ISNULL(@a,@b)","COALESCE(@a,@b)"
snowflake,"ISNUMERIC(@a)","IS_REAL(TRY_TO_NUMERIC(@a))"
snowflake,CAST(@a AS INTEGER),TRY_CAST(CAST(@a AS TEXT) AS INTEGER)
snowflake,CAST(@a AS int),TRY_CAST(CAST(@a AS TEXT) AS int)
snowflake,COUNT_BIG(@a),COUNT(@a)
snowflake,NEWID(),UUID_STRING()
snowflake,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);",CREATE TABLE IF NOT EXISTS @table (@definition);
snowflake,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;",DROP TABLE IF EXISTS @table;
snowflake,"IF OBJECT_ID('tempdb..#@table', 'U') IS NOT NULL DROP TABLE #@table;",DROP TABLE IF EXISTS @table;
snowflake,.dbo.,.
snowflake,CREATE TABLE #@table (@definition),CREATE TEMP TABLE #@table (@definition)
snowflake,CREATE CLUSTERED INDEX @index_name ON @table (@variable);,-- snowflake does not support indexes
snowflake,CREATE INDEX @index_name ON @table (@variable);,-- snowflake does not support indexes
snowflake,CREATE INDEX @index_name ON @table (@variable) WHERE @c;,-- snowflake does not support indexes
snowflake,CREATE UNIQUE CLUSTERED INDEX @index_name ON @table (@variable);,-- snowflake does not support indexes
snowflake,DROP INDEX @index_name;,-- snowflake does not support indexes
snowflake,PRIMARY KEY NONCLUSTERED,PRIMARY KEY
snowflake,DATETIME,TIMESTAMP
snowflake,DATETIME2,TIMESTAMP
snowflake,VARCHAR(MAX),TEXT
snowflake,WITH @a AS @b SELECT @c INTO #@d FROM @e;,CREATE TEMP TABLE #@d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;
snowflake,WITH @a AS @b SELECT @c INTO @d FROM @e;,CREATE TABLE @d\nAS\nWITH @a AS @b SELECT\n@c\nFROM\n@e;
snowflake,WITH @a INSERT INTO @b SELECT @c;,INSERT INTO @b WITH @a SELECT @c;
snowflake,SELECT @a INTO #@b FROM @c;,CREATE TEMP TABLE #@b\nAS\nSELECT\n@a\nFROM\n@c;
snowflake,SELECT @a INTO @b FROM @c;,CREATE TABLE @b AS\nSELECT\n@a\nFROM\n@c;
snowflake,SELECT @a INTO @b;,CREATE TABLE @b AS\nSELECT\n@a;
snowflake,SELECT @a INTO #@b;,CREATE TEMP TABLE #@b AS\nSELECT\n@a;
snowflake,SELECT TOP @([0-9]+)rows @a;,SELECT @a LIMIT @rows;
snowflake,(SELECT TOP @([0-9]+)rows @a),(SELECT @a LIMIT @rows)
snowflake,SELECT DISTINCT TOP @([0-9]+)rows @a;,SELECT DISTINCT @a LIMIT @rows;
snowflake,(SELECT DISTINCT TOP @([0-9]+)rows @a),(SELECT DISTINCT @a LIMIT @rows)
snowflake,"WITH @cte AS (SELECT @s1 '@literal' @s2)","WITH @cte AS (SELECT @s1 CAST('@literal' as TEXT) @s2)"
snowflake,UPDATE STATISTICS @a;,
snowflake,"--HINT BUCKET(@a, @b)",
snowflake,"--HINT PARTITION(@a @b)",
snowflake,"--HINT DISTRIBUTE_ON_KEY(@key)",
snowflake,#,%temp_prefix%%session_id%
synapse,...@([0-9]+|y)a,xxx@a
synapse,VARCHAR(MAX),VARCHAR(8000)
synapse,CREATE INDEX @index_name ON #@table (@variable);,-- synapse does not support non-clustered index on temp tables.
synapse,"CONSTRAINT @a DEFAULT GETDATE()",""
synapse,"DEFAULT GETDATE()",""
synapse,CREATE INDEX @index_name ON @table (@variable) WHERE @b;,CREATE INDEX @index_name ON @table (@variable);
sql server,.@([^\s]+)p2...@([0-9]+)p3,x@p2...@p3
sql server,.@([^\s]+)p2...@([0-9]+)p3,x@p2...@p3
sql server,...@([0-9]+|y)a,xxx@a
sql server,DROP TABLE IF EXISTS #@table;,"IF OBJECT_ID('tempdb..#@table', 'U') IS NOT NULL DROP TABLE #@table;"
sql server,DROP TABLE IF EXISTS @table;,"IF OBJECT_ID('@table', 'U') IS NOT NULL DROP TABLE @table;"
sql server,CREATE TABLE IF NOT EXISTS @table (@definition);,"IF OBJECT_ID('@table', 'U') IS NULL CREATE TABLE @table (@definition);"
